tweet,sentiment
"ஏது பந்த பாசம்
எல்லாம் வெளி வேஷம்
காசு பணம் வந்தா நேசம்
சில மாசம்

சிந்தினேன் ரத்தம்
சிந்தினேன் அது எல்லாம்
வீண் தானோ வேப்பிலை
கரிவேப்பிலை அது யாரோ
நான் தானோ...

All time my favorite song ❣️❣️  pic.twitter.com/oUFCf738RJ",Sad
"[347]

எப்போதும் சிரிப்பில் ஆழ்த்துபவன்
சிரிக்காமல் பேச,
சிரிப்பை நோக்கி
சிந்தித்துக் கொண்டுள்ளனர்,
சிந்தும் சோகத்தை அள்ளாத அளவளாவிகள்.

#கோமாளி #கேலிக்கை_விருந்து #சிரிப்பூட்டும்_சோகம் #FunNayGuy #JokeIsOnHim #everyday #pen365 #தமிழ் #தமிழ்365 #தினம்ஒருமணம் #தமிழின்தமிழ்",Sad
தம்பி நான் தமாசுக்காக உங்களை சீண்டினேன். உங்கள் அன்பை அறிவேன். என்மீது நீங்கள் வைத்துள்ள பாசம் எனக்கு தெரியும். மன்னிப்பு வேண்டாம். அண்ணன் தம்பிக்குள்ள எதுக்கு மன்னிப்பு?😊,Happy
"தனிமையில் கானம் சபையிலே மோனம்.!
உறவுதான் ராகம் உயிரெல்லாம் பாசம்.!
அன்பு கொண்ட நெஞ்சில் அனுபவம் இல்லை.!
என்னை பாட சொன்னால் என்ன பாட தோண்றும்.......?

P.susila....❤️",Sad
"‘#விஷம்’ குடித்து உயிருக்கு போராடிய #பெண்.. மருத்துவமனைக்கு ‘#தோளில்’ சுமந்து ஓடிய உறவினர்.. #தருமபுரி அருகே நடந்த #சோகம்..!

 https://tamil.behindwoods.com/news-shots-tamil-news/tamilnadu/woman-drinks-poison-pennagaram-mla-helps-to-reach-hospital.html …
#Dharmapuri #Woman pic.twitter.com/eKo2BJUTDa",Sad
"“850 கி.மீ சைக்கிளில் பயணித்தும் திருமணம் நடைபெறாத சோகம்” : உத்தர பிரதேசத்தில் மணமகன் வேதனை!

 https://bit.ly/34QtzLn 
#UttarPradesh #cycling #QuarantineCentre #Lockdown #Lockdowntamilnadu #coronavirus",Sad
"தன்னம்பிக்கை இருக்கும் அளவுக்கு முயற்சியும் இருந்தால் தான் வெற்றி
சாத்தியம்...!!!🔥🔥🔥

அது #தல_அஜித் ♥️😍😘ஒருவருக்கே சாத்தியம்...!!!💪💪💪
பாசம் அண்ணன் பாசம் எங்க தல எப்போதும் நல்லா இருக்கணும்...!!!💖

என் அண்ணன் #ThalaAjith
#மே1தலதிருவிழா
#Valimai pic.twitter.com/sFHGUdx8tj",Happy
`விடிய விடிய ஊரல் போட்ட கள்ளச்சாராயம்!' -கிருஷ்ணகிரியில் 11 ஆடுகளுக்கு நேர்ந்த சோகம் #Lockdown #Krishnagiri #IllicitLiquor https://www.vikatan.com/news/crime/11-goats-were-died-for-consuming-illicit-liquor …,Sad
`மருந்து வாங்கச் சென்றவர் சடலமாகத் திரும்பிய சோகம்’ – போலீஸார் செயலால் சாலையில் திரண்ட மக்கள் #Lockdown #AndhraPradesh #Police https://www.vikatan.com/news/crime/andhra-man-dies-after-manhandled-by-police-peoples-gather-in-roadside …,Sad
"காதல் கண்ணை மறைக்குது
பாசம் பரதேசியா திரியுது 
அன்பு அனாதையா கெடக்கு 
பீலிங்ஸ் பிச்சிட்டு வருது
கண்ணீர் கடல் போல ஓடுது
🚶",Sad
"முகத்திற்கு 
            முன்னால்
                        பாசம்.........
முதுகுக்கு
           பின்னால்
                      வேசமும்.............
                                            
போடும் உலகம் இது !!!!!😠",Sad
திருவள்ளுர் மாவட்டம் நுங்கம்பாக்கம் கிராமம் விவசாய நிலத்தில் நடந்த சோகம் இருதய அருவை சிகிச்சை செய்த விவசாயி SP Aravind IPS அனைத்து ஆவணங்களை சரிபார்த்து Revenue dept forward panivitar.,Sad
"#BetterTomorrow #Crime
தரமான ஆக்‌ஷன் படம்.. அண்ணன் தம்பி பாசம் ப்ரண்சிப்னு கமர்சியல் ஸ்டோரி தான்.. க்ளைமேக்ஸ் 💔👌  pic.twitter.com/JbcGb8ouBL",Happy
"150 கிமீ நடந்தே பயணித்த சிறுமி தள்ளாடி விழுந்து பலி..! உணவு, தண்ணீர் இல்லாத சோகம்...
#Corona #COVID19 #COVIDー19 #CoronavirusOutbreak #SamayamTamil https://tamil.samayam.com/latest-news/india-news/a-12-year-old-girl-falls-unconscious-and-dies-after-walking-150-km-in-curfew/articleshow/75267611.cms …",Sad
"மனிதர்கள் சிலநேரம் தடம் மாறலாம்
மனங்களும் அவர் குணங்களும் நிறம் மாறலாம்
இலக்கணம் சில நேரம் தவறாகலாம்
எழுதிய அன்பு இலக்கியம் பிழையாகலாம்
விரல்களைத் தாண்டி வளர்ந்ததை கண்டு
நகங்களை நாமும் நறுக்குவதுண்டு
இதில் என்ன பாவம் எதர்கிந்த சோகம் கிளியே...",Sad
"காதல் கண்ணை மறைக்குது
பாசம் பரதேசியா திரியுது 
அன்பு அனாதையா கெடக்கு 😒
📢📣📣📣📣📯📯📯📯🔊🔊🔊📢",Sad
"என் ராகம் ஒரு தலை ராகம்
 அட கடவுளே ஏன் இந்த சோகம் 
என் காதல் ரொம்ப பாவம் 
 எனக்கு அவ வேணாம்😏🚶🏻‍♂️",Sad
எந்தன் சோகம் உன்னைத் தாக்கும் என்றெண்ணும்போது வந்த அழுகை நின்றது 🎶✨,Sad
"அது ஏன் கேட்கிறீங்க
17 வயசு பையனுக்கு அவங்கம்மா சாப்பாடு ஊட்டி விடுகிறார்கள்,
என் பொண்ணு என்னிடம்  கம்ப்ளைன்ட் 
பாருங்கப்பா, அம்மா என்னைக் கண்டுகொள்ள மாட்டேன் என்கிறார்கள் அண்ணாவுக்கு மட்டும் ஊட்டி விடுகிறார்கள் என.
இந்த அம்மாக்களுக்கு பையன் மீது மட்டும்
 தனி பாசம்.",Sad
"நேற்றைய சோகம் இருளோடு
மறைய...

துன்பத்தின் கண்ணீர் பனியோடு
கரைய...

இன்பத்தின் நினனவுகள்
ஒளியோடு பரவ...

பறவைகளை கான புத்துணர்ச்சி
அளிக்க...

புதியதோரு வாழ்க்கை விடியளோடு பிறக்க...

அனைவருக்கும் இனிய காலை
வணக்கம்...🌹🙏🙏🙏  pic.twitter.com/tTNW4Bv0LH",Happy
"ஸ்வர்ணலதா. தனித்து தெரியும் குரல். ஒரு மென் சோகம் இழையோடும் குரல்.

வள்ளியின் என்னுள்ளே
வீரா படத்தின் மாடத் திலே",Sad
"உலக அளவில் ஒரு செய்தி கண்ணீரை வரவைக்கின்றது, உலக நாடுகள் எல்லாம் அந்த செய்தியினை பார்த்து கலங்குகின்றன‌

அந்த செய்தி இந்தியாவில் இருந்து வருகின்றது என்பதுதான் சோகம், அதை கண்டுகொள்ளாமல் தமிழக டிவிக்கள் அரசியல் செய்கின்றன, ஒரு கோஷ்டி மத சண்டையிடுகின்றது, இன்னொரு கோஷ்டிக்கு",Sad
"கொரோனா வைரஸ் - உயிரிழந்த மருத்துவர்.. புதைக்க கூட அனுமதிக்காத சோகம்.! - இதற்கெல்லாம் காரணம் என்ன.? - பா.இரஞ்சித் பளீச் கருத்து. 
 https://tamil.behindwoods.com/tamil-movies-cinema-news-ta/director-pa-ranjith-opens-on-coronavirus-and-recent-doctors-death.html …
@beemji #PaRanjith #Coronavirus #doctorsimon pic.twitter.com/4ydv3btWUo",Sad
"என் ""சித்தரை"" மனம் நோகும் படி பேசிவிட்டேன் ,மதியத்திலிருந்து எந்தமுகநூலிலும் எந்த பதிவும் பதிவிடவில்லை ,மனசே கஷ்ட்டமா இருக்கு,குறுகிய நேரத்தில் கிடைத்த சொந்தம் சித்தர்..ஆனால் அவர் மீது  ஏதோ ஒரு பாசம் (கண்கலங்கிவிட்டேன் சித்தரே😓😢😢😢😒😒😔 )

""அன்பிற்கு நான் அடிமை""  pic.twitter.com/JKEziowE4R",Sad
"என் மனதிற்குள் இருக்கும் பாசம்...😍 😍 😍
என் மரணம் வரை உன்னிடம் பேசும்...💯 💯",Happy
"சோகம் விட்டு சொர்க்கம் தொட்டு
ராகம் இட்டு தாளம் இட்டு
பாட்டு பாடும் வானம்பாடி நாம் தான்....!! 😁😁
#BBQ | #Srilanka | #Friends4Ever pic.twitter.com/CKor3vhDOT",Happy
"யாரு மேலயும் ஓவர் பாசம் வைக்க கூடாது 🤕
பாசம் வச்சாலே ஏமாத்துர உலகம் சார் இது💔

சரி நாம கிளம்புவோம் 🚶‍♂️🚶‍♂️🚶‍♂️🚶‍♂️
#Master @actorvijay",Sad
"நேற்றைய சோகம் இருளோடு மறைய, 
துன்பத்தின் கண்ணீர் பனியோடு கரைய, 
இன்பத்தின் நினைவுகள் ஒளியோடு பரவ, 
பறவைகளின் கானம் புத்துணர்ச்சி அளிக்க, 
புதியதொரு வாழ்க்கை விடியளோட பிறக்க, 🎊

அனைவருக்கு இனிய காலை வணக்கம்.🙏🏻
❤️ நண்பா & நண்பிகளா 👈🏻
#Master
@actorvijay
@iamRashmika pic.twitter.com/Wzvl5NNbKZ",Happy
"சாகா வரம் போல் 

சோகம் உண்டோ 

திரா கதையை 

கேட்பாருண்டோ 

மாறாதது கலையும் கவியும் 

மாயாதென்பது

#கமலின்_அறிவும்அன்பும் 🙏 pic.twitter.com/r6AULwUhur",Sad
"காவல்துறை யினரின்
அன்பு...பாசம்...நேசம்..
அரவணைப்பு....
            &
மருத்துவர்களுக்கு நேரிடும்.
துயரம்...அவமதிப்பு..
இயலாமை...
பாதுகாப்பின்மை....
அறிய தந்த 
"" கொரோனா "" வுக்கு..
...நன்றி....  pic.twitter.com/lqiqSU4XUi",Happy
"சோகத்தின் பாஷை என்ன
சொன்னால் அது தீருமா
கங்கை நீர் காயக்கூடும்
கண்ணீர் அது காயுமா

சோதனை நேரலாம்
பாசம் என்ன போகுமா
மேகங்கள் போய்விடும்
வானம் என்ன போகுமா

#ராஜாவாழும்இசைதேவதை🎵 pic.twitter.com/6yjBVTi8UP",Happy
"கொரோனா பாதிப்பு… IIT Madras மாணவர்களுக்கு நிகழ்ந்த சோகம்! 
#COVID19 #IITMadras #coronavirusinindia https://youtu.be/8fcCzvFzrdQ ",Sad
மட்டக்களப்பில் பெரும் சோகம்! ஒரே குடும்பத்தில் சிறுவன் பலி! 4 பேர் வைத்தியசாலையில்  https://www.yarldeepam.com/news/36516.html  pic.twitter.com/JXRqHn9ruZ,Sad
"நீ ஒரு பாரதியாரின் புதுமை பெண். Straight forward என்னை போலவே எதுனா face to face பேசிடுவே
 மனசுல லாம் வச்சிக்கிட்டு பேச மாட்டே. உதட்டழகி😘😘😘😘ரொம்ப பாசம். என் மேல நல்ல எழுத்தாளர். ✌️✌️✌️",Happy
"இப்படி நீ சிரித்தால்.. 🤩

எப்படி நான் உயிர் வாழ்வேன்.. 😉
#master
#ThalapathyVijay
#RealHeroThalapathyVIJAY
#StayHome
#SongOfTheDay
#tamillyrics",Happy
""" புரிந்து கொள்ள படாமலே போய்விடுகிற அன்புதான் உலகத்தின் மிகப்பெரிய சோகம்"" 
                                           - பாலா ✍️
#இவன்_தான்_பாலா 📓
#16thBookIn2020 📚
#WorldBookDay pic.twitter.com/muvtubz6d4",Sad
"ஊரடங்கு அறிவிப்பால் ஊருக்கு போக முடியாமல் தவித்த மூதாட்டிகள்.. உணவின்றி தவித்த சோகம்.! - நடிகர் லாரன்ஸ் செய்த மற்றுமொரு நெகிழ்ச்சி சம்பவம்.
 https://tamil.behindwoods.com/tamil-movies-cinema-news-ta/lawrence-helps-to-old-womans-who-suffered-without-food-in-villupuram.html …
#RaghavaLawrence @offl_Lawrence #CoronavirusLockdown pic.twitter.com/Trqv61OY9m",Happy
"அழகான நேரம் அதையும்  நீ தான் கொடுத்தாய்
அழியாத சோகம் அதையும் நீ தான் கொடுத்தாய்
கண்தூங்கும் நேரம் பார்த்து கடவுள் வந்து போனது போல்
என் வாழ்வில் வந்தே போனாய் ஏமாற்றம் தாங்கேலையே....#lovebreakup 😭😭😭",Sad
"மக்சிம் கார்கியின் ""தாய்"" அறிந்து, அன்னை என்றால் பாசம் மட்டும் இல்லை, வீரம், தியாகம், ஊக்கம் என்று பல உணர்வுகளை உணர்ந்தேன். 

இப்படி ஒவ்வொரு புத்தகத்தையும் விளக்கிச்செல்ல இங்கு இடம் இருக்காது. ஆதலால்... நீங்களும் வாசிப்பீர்... மற்றவர்களிலும் வாசிப்பை ஊக்குவிப்பீராக..",Happy
"தந்தையின் பாசம் அவரது கோபத்தில் புரிந்துகொள்வது கடினம்,புரிந்த பின்  அப்பாசத்தை சரி செய்வது மிக கடினம்
😍🥰 it's invisible  pic.twitter.com/J0jrHfW3Xf",Happy
"எனக்கு எளிமையானவரின் நட்பு பிடிக்கும். ஏனென்றால் அந்த நட்பில்தான் பாசம் அதிகம் இருக்கும்.
இனிய காலை வணக்கம்.",Happy
"வெள்ளி நிலவே

வெள்ளி நிலவே

வீண் சோகம் ஏனடி மானே

ஏனடி 
முல்லை மலரே

முல்லை மலரே உன் பாரம்

தீர்ப்பவர் யாரு கூறடி மின்னும்

சிலையே அன்னை போல் வரவா

நானும் சோறூட்ட உண்ணாதிருந்தால்

இங்கே யார் வருவார் உன்னை சீராட்ட
வெள்ளி நிலவே
(நந்தவன தேரு) இதைத்தானே சொல்ல நினைச்சீங்க",Sad
"பல உலக அழகிகள் கூடி
உன் பாதம் கழுவலாம் வாடி
என் தளிர் மலரே
இன்னும் தயக்கம் என்ன
என்னைப் புரியாதா
இது வாழ்வா சாவா.... ❣️
#Master
#love
#காதல்
#tamillyrics
#StayHome pic.twitter.com/HBCxcwfpE8",Happy
"அலைபேசி மணி அடிக்கும் 
ஒவ்வொரு கணமும்
இந்த உறவுகளின் குரல்
கேட்க ஆசை.

நேரில் பார்த்து, சிரித்து
பல ஆண்டுகள் ஆயினும்
மனம் நெகிழும் பாசம் 
உங்கள் பேச்சினில் கண்டேன்.

தூரமாய் இருந்தாலும் தலைவைக்க
மடி தரும் அன்னை போல என் 
துன்பங்களின் என்னை தேற்றிடும் 
உள்ளம் கண்டேன்.

#LoveYou..",Happy
"தல யோட Character ரொம்ப பிடிக்கும்.Industryல இருந்திட்டு எந்த ஒரு Attitudeம் இல்லாம எல்லார்ட்டயும் அன்பாக பேசிட்டு Welcome பண்ற அந்த பாசம் தலகிட்ட ரொம்ப பிடிக்கும்.

-Actress ChandhiniPrakash
  
#THALABDayCarnivalBegins #Valimai pic.twitter.com/EKyRYxecp4",Happy
"ஆசா பாசம் விருப்பு வெறுப்பு அன்பு காதல் கோபம் இவைகள் அனைத்தும்
ஆணுக்கும் பெண்ணுக்கும் ஒன்று தான்
இந்த சமுகத்தின் கண்கள் பெண்களை மட்டும் தான் தவறாக பார்க்கும்",Sad
கல்யாணம் ஆகி ரொம்ப தூரம் போயிட்டா   . ஆனாலும் அவள் என்மேல வைத்திருக்கும் பாசம் இன்னும் குறையல . தோழிகள் கிடைப்பது வரம் 😍😍😍...  pic.twitter.com/FkcMphxE4m,Happy
"அருகாமையில் இருப்பேன்
அடடா என வியப்பேன்
நீ சொன்னாலும்
சொல்லாம நின்னாலும்.. 💖💕
#tamillyrics
#Master
#வள்ளல்தளபதிவிஜய்
#tamilsongs
#love
#StayHome pic.twitter.com/kU8QyCt3As",Happy
"அன்பு பாசம் 
அவஸ்தை என
மனதிற்கு 
எட்டினாலும் 
சிலசமயம் 
நம் உணர்வுக்கு 
புரிவதில்லை",Sad
"காரணத்தோடு சோகம் கொள்வதைவிட.. காரணமில்லாமல்
அல்லது என்னவென்றே இனங்கான முடியாதமல் சோகங்கொள்வது பெரும் பாரம்..மனதிற்கு.",Sad
"#மனதிற்குள்_மழை...

இந்த அழகிய காணொளியில் இடம் பெறும் காட்சிகளும், பாடல் வரிகளும் மனதிற்குள் மழை பொழியும் மன நிறைவை தருகிறது...!

 https://m.facebook.com/story.php?story_fbid=3865439580165364&id=796023993773620 …",Happy
"மனதிற்குள் மழை...
இந்த அழகிய காணொளியில் இடம் பெறும் காட்சிகளும், பாடல் வரிகளும் மனதிற்குள் மழை பொழியும் மன நிறைவை தருகிறது...!  https://www.instagram.com/p/B_c4G5EBjuH/?igshid=5boj9mqsf5hg …",Happy
"😂😂😂
காசெல்லாம் வேண்டாம்.. காலைல நீங்க பரப்பற மழை நினைவுகளும் இசையும் இனிமையும் போதும்

(அப்டியே அந்த எஸ்ட்ரா அஞ்சு ரூவா 😁)",Happy
"மழை
எப்போதும்
நிற்பதில்லை
இடம்தான் மாறுகிறது

இப்போது
நமக்கிடையில்

#பழநிபாரதி",Happy
"மழை வீழும் இள மாலையோ
இசையில்லா இடைவேளையோ
என்னோடு நீ நடந்தால்
இன்பம் என் உலகு

உன்னோடு மட்டும்தான்
என் நேரம் எனது
உன்னோடு மட்டும்தான்
மெய் பேசும் மனது..",Happy
"#tamil நீல வானம் வாழ்க்கை ஆனால்
அதில் உள்ள நிலவும் தூரம் போனால்
காணல் ஆகும் வாழ்க்கை கோலம்
கடந்து சென்றால் சோகம் ஆளும்
வாழ்க்கை குழிவரை தொடர்ந்து வாழுமா
வானில் இன்னொரு நிலவை தேடுமா

ஒற்றை நிலவும் நீயடி
அதையும் சுற்றி வருவேன் நானடி
தெரியவில்லை எதுவும் உனை தாண்டி  pic.twitter.com/EMLaE7q1BQ",Happy
"""பணம் காசு சேர்த்து வச்சா சுகரு bp ஏறுமடா

One by two tea குடிச்சா அது தான் style கேளுங்கடா""

இந்த மாதிரி கண்றாவியான lyrics ah எங்கயாவது பார்த்ததுண்டா your honour...",Happy
"பெரும் கோடீஸ்வரர்களுக்கு கூடுதல் வரிவிதிக்க பரிந்துரை செய்த 50 இளம் ஐஆர்எஸ் அதிகாரிகள் மீது நடவடிக்கை? -விசாரணையை தொடங்கியது சிபிடிடி 

ஒரு கார்ப்பரேட்டுக்கான அரசிடம் முதலாளியை மேலும் எப்படி வளர செய்வது,ஏழை மக்களிடமிருந்த இன்னும் எப்படியெல்லாம் பணம் பறிப்பது,",Sad
"நிலா
நீ
வானம் காற்று 

மழை
என்
கவிதை மூச்சு  

இசை 
துளி 
தேனாய் மலரா
திசை ஒலி பகல்

#சபேஷ்_முரளி #யுகபாரதி",Happy
"கோடை மழை போல
சட்டென்று குளிர்விக்கும் 
எதிர்பாராத நேரத்தில்
எதிர்பாராத இடத்திலிருந்து
பொழியும் அன்பென்ற மழை.  pic.twitter.com/q2yj1ItKHu",Happy
"24 மணி நேரமும் இடைவிடாத இசை மழை..

Listen :  https://zeno.fm/flashbacktamilfm/ … pic.twitter.com/gj7l2gUA5W",Happy
"மழை வெயிலுக்கு குடை பிடிச்சத பார்த்திருக்கோம்!
கொரோனாவுக்கு குடை பிடிச்சத
இப்பதான் பார்க்கிறோம்!!#கேரளா",Happy
என்னங்கடா உங்க சட்டம்.என்னங்கடா உங்க திட்டம்.இந்த சூழ்நிலையிலும் மக்களிடம் பணம் பிடுங்கும் அரசு.விதி மீறினால் தண்டனை கொடுங்கள்.(எகா) சாக்கடை சுத்தம் செய்தல்.,Sad
"என் இனிய தனிமையே
என் இனிய தனிமையே
என் இனிய தனிமையே
என் இனிய தனிமையே

புதிதான அதிகாலையோ
புகை சூடும் நெடுஞ்சாலையோ
உன்னோடு நான் நடந்தால்
எல்லாம் பேரழகு

மழை வீழும் இள மாலையோ
இசையில்லா இடைவேளையோ
என்னோடு நீ நடந்தால்
இன்பம் என் உலகு

உன்னோடு மட்டும்தான்
என் நேரம் எனது
உன்னோடு மட்டும்",Sad
"இளவேனில் இது வைகாசி மாதம்

விழியோரம் மழை ஏன் வந்தது
புரியாதோ இளம் பூவே உன் மோகம்

நெருப்பாக கண்ணில் நீர் வந்தது
பனி மூட்டம் வந்ததா
மலர் தோட்டம் நீங்கியே
திசை மாறிப்போகுமோ தென்றலே

காதல் ரோஜாவே பாதை மாறாதே
நெஞ்சம் தாங்காதே

#மழை",Happy
"வெள்ளை பூக்கள் உலகம் எங்கும் மலர்கவே
விடியும் பூமி அமைதிக்காக விடிகவே
மண்மேல் மஞ்சள் வெளுச்சம் விழுகவே
மலரே சோம்பல் முறித்து எழுகவே
குழந்தை விழிக்கட்டுமே
தாயின் கத கதப்பில்
உலகம் விடியட்டுமே
பிள்ளையின் சிறுமுக சிரிப்பில். #COVID19 #vairamuthu #tamillyrics",Happy
"அரசு ஊழியர்கள் பற்றி பேசும் நீங்கள் தனியார் தொழிற்சாலையில் வேலை செய்பவர்களுக்கும் கொஞ்சம் குரல் தாருங்கள்,போன மாத சம்பளம் 7நாள் வழங்கபடவில்லை இப்படி இருக்க இந்த மாதம் என்ன ஆகுமோ EMI நினைத்தால் இரவில் தூக்கம் வரவில்லை சாப்பாட்டுக்கு பணம் இல்லை என்றால் கூட EMI கட்டவேண்டும்😓",Sad
"நல்லாதான் இருக்கு மழை வந்தால் 
நல்லிரவு 🙏 டா 😍😍",Happy
"நிலா நீ வானம் காற்று
மழை என் கவிதை மூச்சு
இசை துளி தேனா மலரா
திசை ஒலி பகல்
#QuarantineDiaries #QuarantineLife pic.twitter.com/nPaXXJSghD",Happy
ரொம்பவே பாசம் வச்சு இருக்கேன் 😣 அதனால தான் உரிமையா கேட்டேன் 😞 தப்பு தான் 🚶‍♂️,Sad
"#Breaking சிக்கிய 80 வீடியோக்கள்: பெண்களை மிரட்டி பணம் பறிப்பு வாலிபரின் நண்பர்களிடம் கிடுக்கிப்பிடி விசாரணை பரபரப்பு தகவல்கள்

#Coronavirus #Covid #India #Tamilnadu #Chennai #EdappadiPalanisamy #Madurai #News #TNLockdown #COVID19 #ExtendTheLockdown https://www.tamilyoungsters.com/2020/04/80.html ",Sad
"சேலத்தில் இயற்கையின் பின்ணணி இசையில் , கொரோனா இடர் தீர, மக்கள் மனதிற்கு இதமளித்த மழை.
#Corona #TamilNadu #StayHome #India #தமிழகம் #Salem pic.twitter.com/qZGSA6VAa6",Happy
"தமிழ் நாட்டின் பல மாவட்டங்களில் அதி வேக காற்று,கோடை மழை பெய்து வருவது மனதிற்கு பெரிய சந்தோசமாக இருக்கிறது. இதை #விவசாயிகள் பயன் படுத்திக்கொள்ள வேண்டும். இன்னொரு பக்கம் வாழை விவசாயங்கள் சேதம் அடைந்தது வருத்தமளிக்கிறது.பெரிய இழப்பு அடைந்த விவசாயிகளுக்கு #அரசு கை கொடுக்க வேண்டும்🙏 pic.twitter.com/lvBJ1VtSWV",Sad
"ஓசூரில் செந்தில்குமார் என்ற இளைஞர் ஒருவர் இரவு பெய்த மழை நீரை குழாய்கள் மூலம் சுத்திகரித்து 6,000 லிட்டர் வரை குடிநீராக மாற்றி உள்ளார்.
Video by Raja
#Corona #Covid19 #TamilNadu pic.twitter.com/nZ9k18qC9y",Happy
"குளிரும் முன்பே
ஆடை களைக்கிறது
வானம்..!!

             ~ மழை...!!

#நின்_மின் pic.twitter.com/FnRmVbsY3n",Happy
"ஒரு வெள்ளை மழை இங்கு பொழிகின்றது...

ரஹ்மானின் இசைமழை #DonFM இல் 🎶

9-10 

Rahman 90s Hits 🎶 https://zeno.fm/donstation/ ",Happy
"பகல் நேசிப்பது இரவை
மழை நேசிப்பது பூமியை
காதல் நேசிப்பது இதயத்தை
நான் நேசிப்பது உன்னை. 
🖤  pic.twitter.com/WBLAnGrcNe",Happy
"தனது குழந்தை நோயுற்று இருப்பது தெரிந்தும் அவளுடன் இல்லாமல் மருத்துவமனையில் மருத்துவ பணியை தொடர்ந்த மருத்துவரின் குழந்தை உயிரிழந்த சோகம் நிகழ்ந்துள்ளது.

 https://bit.ly/2yT6LyM 
#CoronaVirus | #COVID19India | #Stayhome | #CoronaLockDown",Sad
"நான் தேடி
போகும் முன்
என்னை தேடி
வரும் 
#அன்பு... !!

😘😘😘❤️❤️🎂🍰🍜
Tnx  https://twitter.com/imkamalguru/status/1255721261222842370 …",Happy
கொழும்பு சுகாதார ஆய்வாளர்களுக்கு நடந்த சோகம் #lka https://www.sonakar.com/2020/04/blog-post_894.html#.XqpdXXFF5xE.twitter …,Sad
"மழை பொழிந்த பொழுது
நிலம் சிலிர்க்குதே புதிய
ஜீவன்களை பிரசவிக்கவே..!!!

            ~ புற்கள்...!!

#நின்_மின் pic.twitter.com/9Izgc3IfC7",Happy
"வெகு இயல்பாய் பரிமாற்றம் 
செய்யப்படுகிறது அன்பு
உந்தன் அருகாமையின் போது...!  pic.twitter.com/QTVkpewtxP",Happy
"ஒருவரிடம் இருந்து
கிடைக்கும்
#பாசம் 
இறுதி வரை
கிடைக்குமாயின்...!!!

அது ""உறவு""
அல்ல ""வரம்""

🤩🤩🤩🤩🍧🍧🍧🍧 tnx  https://twitter.com/udhayamass1/status/1255722390991978496 …",Happy
"மண்ணில் நீதான் 
மாபெரும் சக்தி..

மலர்ந்திடும் 
முகத்திலோஆளும் யுக்தி..

சிரிக்கும் சிங்கமாய் மாறு
எரிக்கும்  பார்வையால்
தீயதைத் தீரு..

விரிக்கும் சிந்தையால் 
விண்ணை ஆளு..

படத்தில் அன்பு மருமகன்... நான் எடுத்த படம் ..😍😍  pic.twitter.com/vh8sZKRws7",Happy
"அன்பு அனைத்தும்
மனதில் மறைக்க 
தெரிந்த எனக்கு 
கண்களில் மறைக்க தெரியவில்லை
உனை 
ரகசியமாய் 
ரசிப்பதை...!!!
❤️👫❤️👈....  pic.twitter.com/6jQeLCp2Fe",Happy
"ஆயிரம் #போராட்டங்களையும்
சவால்களையும் வென்றுவிடும்
மனமானது பாசம்  என்ற
புள்ளியில் ஒருவரிடத்திலாவது..!!

#தோற்றுக் கொண்டே தான்
இருக்கிறது...!!

என்  அழகான அக்கா அவர்களின் பாசத்தால்.. ❤️❤️❤️

Tnx அக்கா 🍧💐🍰🍜🍝🎂 https://twitter.com/paruthiyappar/status/1255727964446048257 …",Happy
அண்ணா மழை வந்துடிச்சி❤️☺️,Happy
"உன்கிட்ட ஆளு , அதிகாரம்
பணம் , பதவி சகலமும் 
இருக்கலாம் என்கிட்ட நேர்மை
இருக்கு நெஞ்சில தில் இருக்கு

எல்லாத்துக்கும் மேல எனக்கு
ஒன்னுனா உயிர கொடுக்க
ஒரு கூட்டமே இருக்கு ❤️😍
#10YearsOfSura #Master
@actorvijay #StayHome",Happy
"#பிரிவு - யாருக்கு வேணாலும் எப்போ வேணாலும் வரலாம்.. அதனால, முடிஞ்ச வர சுத்தி இருக்குற எல்லார்கிட்டயும் அன்பு செலுத்துவோம்.. 🙌❤️🤗",Happy
ஏழை மக்கள் பொருள் வாங்க பணம் இல்லாவிட்டால் பட்டினி சாவு வந்து சாகுங்கள் இறந்து விடுங்கள்  pic.twitter.com/vNwaALeTGY,Sad
"மழை
நீர்
ஆம்பல்
தமிழ்
இசை
இனிமை
thread 💕
 https://twitter.com/neeraambal/status/1255762970493308928?s=19 …",Happy
"நம் ஊரில் மழை..❤️. 
    
  மண்வாசனையுடன்...❤️
#செட்டிக்குளம்_பண்ணையூர் pic.twitter.com/BSKttIPz1q",Happy
"கோடையிலும் மழை துளிர்கிறது ❤️
#COVID19 #Lockdown pic.twitter.com/f0HvCsJlB8",Happy
"அன்பு இதயத்தில் இருக்கட்டும், அறிவு செயலில் இருக்கட்டும், ஆணவம் காலுக்கடியில் இருக்கட்டும், நம்பிக்கை மட்டும் நம் மொத்த உருவமாக இருக்கட்டும்..!!❤️❤️❤️
#Valimai #HBDDearestThalaAjith",Happy
"பட்டம் மேல ஆசை இல்ல ரசிகன் மேல பாசம் தாண்டா❤️
#HBDDearestThalaAjith",Happy
தரமான நகைச்சுவை குடும்ப பாசம் கலந்த காவியம்.. பாடல் பிண்ணனி இசை.. பிரமாதம்..,Happy
